Pos,Age,Tm,MP,FG%,3P,3P%,2P,2P%,eFG%,FT,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Performance
6,20.0,26,23.3,0.346,0.8,0.25,1.5,0.429,0.404,1.8,0.778,3.3,4.5,0.3,0.5,2.8,2.0,7.0,0.0
4,28.0,17,21.3,0.496,1.4,0.397,1.8,0.609,0.602,0.8,0.833,2.4,1.6,0.5,0.4,1.2,2.4,8.5,0.0
3,25.0,1,12.5,0.402,1.0,0.342,0.9,0.5,0.508,0.2,0.692,1.5,1.0,0.3,0.0,0.7,0.8,4.8,0.0
6,25.0,11,10.0,0.241,0.3,0.133,0.7,0.357,0.276,0.7,0.001,2.4,0.9,0.3,0.7,1.0,0.6,3.0,0.0
3,23.0,19,27.8,0.442,1.8,0.358,2.7,0.521,0.529,2.1,0.822,4.0,3.1,0.8,0.2,1.1,2.0,12.9,0.0
1,28.0,19,35.8,0.463,2.8,0.345,5.7,0.556,0.539,5.3,0.758,10.5,4.1,0.7,0.3,2.8,3.0,25.1,1.0
6,24.0,13,27.7,0.502,1.2,0.376,2.2,0.62,0.593,2.6,0.873,3.0,2.2,0.5,0.3,1.3,1.7,10.6,0.0
4,23.0,28,22.9,0.451,1.1,0.326,2.2,0.561,0.527,1.6,0.907,1.7,1.3,0.9,0.4,0.8,1.7,9.3,0.0
4,23.0,19,21.9,0.449,0.9,0.304,2.2,0.55,0.511,1.5,0.879,1.6,1.0,0.8,0.4,0.8,1.6,8.4,0.0
4,23.0,24,27.0,0.458,2.2,0.367,2.2,0.611,0.573,2.0,0.001,2.4,2.6,1.6,0.2,1.2,2.2,13.0,0.0
6,27.0,28,8.8,0.329,0.4,0.378,0.3,0.27,0.433,0.4,0.667,1.5,0.6,0.4,0.1,0.5,1.0,2.3,0.0
6,27.0,7,9.0,0.313,0.5,0.364,0.3,0.25,0.413,0.4,0.75,1.6,0.5,0.4,0.1,0.6,1.0,2.3,0.0
6,27.0,13,6.0,0.001,0.3,0.001,0.3,0.001,0.00125,0.3,0.25,1.0,0.7,0.3,0.0,0.0,0.3,2.0,0.0
0,23.0,22,9.5,0.573,0.0,0.0,1.3,0.594,0.573,0.4,0.75,3.1,0.3,0.6,0.6,0.6,1.8,3.1,0.0
0,23.0,17,18.1,0.529,1.0,0.329,3.2,0.658,0.594,1.1,0.667,4.9,1.1,0.6,0.9,1.3,2.5,10.6,0.0
6,29.0,28,24.2,0.439,1.7,0.349,2.5,0.535,0.529,1.3,0.861,2.8,3.2,1.2,0.3,1.5,1.9,11.4,0.0
6,29.0,26,23.7,0.436,1.8,0.357,2.5,0.518,0.527,1.3,0.883,2.8,3.3,1.0,0.3,1.5,1.7,11.5,0.0
6,29.0,18,28.4,0.475,1.2,0.273,2.6,0.722,0.55,1.8,0.75,2.4,2.8,3.2,0.6,1.2,3.8,10.6,0.0
6,30.0,17,20.8,0.446,0.9,0.355,1.0,0.578,0.551,0.6,0.769,1.7,1.5,0.6,0.1,0.5,1.7,5.3,0.0
4,28.0,15,17.7,0.356,1.6,0.32,0.6,0.514,0.487,0.6,0.909,1.9,1.2,0.4,0.0,0.7,2.0,6.5,0.0
0,22.0,15,13.7,0.535,0.0,0.0,1.6,0.568,0.535,0.7,0.724,4.1,0.7,0.4,0.4,0.5,1.8,3.9,0.0
1,22.0,20,20.1,0.464,1.0,0.341,2.0,0.565,0.541,0.9,0.794,4.5,1.0,0.7,0.4,0.5,1.7,7.7,0.0
1,24.0,26,11.3,0.432,0.4,0.3,1.2,0.516,0.49,0.5,0.488,2.5,0.9,0.4,0.2,0.7,1.3,4.1,0.0
1,21.0,14,17.4,0.421,0.8,0.292,1.6,0.551,0.495,0.6,0.625,2.6,0.6,0.5,0.3,0.9,1.5,6.3,0.0
3,20.0,9,5.2,0.35,0.3,0.333,0.3,0.364,0.425,0.5,0.001,1.0,0.5,0.1,0.1,1.3,0.8,1.9,0.0
3,34.0,19,12.5,0.384,0.7,0.302,1.6,0.438,0.443,0.4,0.917,1.5,1.7,0.3,0.2,0.8,0.7,5.6,0.0
6,31.0,28,22.4,0.433,1.5,0.373,1.7,0.503,0.534,0.4,0.727,2.2,1.3,0.6,0.2,0.8,1.4,8.1,0.0
6,31.0,21,22.5,0.431,1.5,0.381,1.6,0.489,0.533,0.4,0.75,2.0,1.3,0.6,0.2,0.9,1.3,8.0,0.0
6,31.0,23,21.7,0.448,1.7,0.294,2.7,0.667,0.534,0.3,0.5,4.0,2.0,0.3,0.0,0.0,2.7,10.7,0.0
6,28.0,4,35.6,0.414,2.7,0.329,5.2,0.478,0.484,2.9,0.827,4.2,4.8,1.1,0.3,2.1,1.9,21.4,0.0
3,32.0,5,16.7,0.307,0.8,0.265,0.9,0.359,0.381,0.9,0.75,2.3,3.5,1.1,0.1,0.8,1.6,5.1,0.0
3,26.0,28,32.4,0.464,2.7,0.389,3.5,0.543,0.564,2.6,0.85,3.1,6.1,1.1,0.4,2.6,2.1,17.6,0.0
3,26.0,17,32.9,0.465,2.7,0.391,3.5,0.546,0.567,2.6,0.856,3.1,6.2,1.1,0.4,2.7,2.2,17.9,0.0
3,26.0,13,24.8,0.442,1.5,0.353,3.3,0.5,0.512,2.5,0.769,3.5,5.0,0.3,0.0,1.5,1.3,13.5,0.0
4,25.0,28,9.5,0.374,1.0,0.386,0.3,0.333,0.523,0.3,0.833,0.8,0.5,0.2,0.0,0.2,0.8,3.8,0.0
4,25.0,13,10.8,0.306,1.1,0.371,0.2,0.143,0.439,0.3,0.8,1.2,0.3,0.2,0.0,0.3,1.2,3.9,0.0
4,25.0,17,8.7,0.431,1.0,0.396,0.3,0.6,0.595,0.3,0.857,0.6,0.6,0.2,0.1,0.2,0.7,3.8,0.0
0,26.0,25,34.5,0.611,0.4,0.348,6.6,0.642,0.629,4.2,0.767,12.4,6.9,0.9,0.4,3.0,3.7,18.7,0.0
1,28.0,28,14.1,0.432,0.7,0.39,1.3,0.461,0.51,1.0,0.843,3.7,1.5,0.3,0.1,1.0,1.9,5.8,0.0
1,28.0,23,14.4,0.427,0.7,0.391,1.3,0.45,0.503,1.0,0.818,3.8,1.5,0.4,0.1,1.0,1.9,5.8,0.0
1,28.0,20,11.5,0.5,0.8,0.375,1.0,0.667,0.607,1.8,0.001,2.8,0.8,0.3,0.0,1.5,1.8,6.0,0.0
1,25.0,21,12.6,0.478,0.6,0.333,0.9,0.684,0.576,0.6,0.895,1.9,0.8,0.2,0.1,0.2,1.9,4.4,0.0
3,29.0,13,30.7,0.424,1.2,0.342,2.9,0.47,0.485,3.2,0.873,2.5,4.3,0.7,0.1,1.6,2.2,12.5,0.0
0,20.0,10,28.1,0.554,0.2,0.333,5.7,0.57,0.565,3.0,0.751,8.8,3.8,0.8,0.9,2.5,3.4,15.0,0.0
6,24.0,29,24.0,0.507,1.0,0.41,3.9,0.54,0.559,3.4,0.822,2.2,2.9,0.6,0.1,1.8,2.3,14.3,0.0
6,25.0,23,21.4,0.38,2.0,0.377,1.0,0.388,0.506,1.4,0.911,1.7,2.2,0.6,0.2,1.0,1.5,9.5,0.0
0,21.0,2,10.4,0.545,0.1,0.667,1.5,0.537,0.564,0.5,0.593,3.8,0.8,0.2,0.5,0.9,1.9,3.9,0.0
6,19.0,24,20.2,0.471,1.0,0.347,2.2,0.561,0.544,0.5,0.667,2.5,0.6,0.4,0.3,0.7,1.6,7.9,0.0
0,28.0,27,37.5,0.479,1.4,0.349,7.6,0.515,0.517,5.7,0.768,7.7,6.1,0.8,0.6,2.5,3.3,25.3,1.0
3,26.0,2,26.3,0.566,0.0,0.0,3.2,0.571,0.566,0.6,0.439,6.3,6.1,1.3,0.6,2.3,3.3,6.9,0.0
6,23.0,24,35.5,0.45,3.5,0.381,4.1,0.532,0.553,2.6,0.913,2.7,4.2,0.7,0.2,2.2,2.4,21.4,1.0
0,24.0,19,16.1,0.769,0.0,0.0,1.7,0.777,0.769,0.3,0.75,4.8,0.5,0.3,0.6,0.5,1.9,3.6,0.0
3,28.0,1,32.3,0.426,1.8,0.329,2.3,0.547,0.517,1.4,0.768,3.5,6.8,1.4,0.4,2.4,2.6,11.3,0.0
3,25.0,4,25.3,0.425,0.4,0.218,3.0,0.49,0.451,1.3,0.761,2.7,4.4,1.4,0.4,1.5,2.2,8.5,0.0
3,34.0,7,10.2,0.424,0.1,0.333,1.3,0.43,0.434,0.0,0.5,1.4,2.4,0.2,0.2,1.2,0.9,2.8,0.0
1,19.0,10,30.1,0.384,1.6,0.297,2.6,0.464,0.455,2.0,0.788,7.1,1.2,0.5,1.0,1.5,2.9,12.0,0.0
1,22.0,11,18.2,0.46,0.8,0.276,2.6,0.58,0.514,1.5,0.76,5.6,0.9,0.3,0.8,1.1,2.1,9.0,0.0
1,19.0,26,26.0,0.448,0.6,0.261,3.6,0.509,0.48,1.3,0.695,4.9,2.5,0.7,0.4,1.7,2.5,10.2,0.0
1,25.0,5,17.4,0.457,0.4,0.303,1.6,0.534,0.508,0.6,0.718,3.0,0.6,0.4,0.3,0.5,1.2,5.1,0.0
0,21.0,8,28.3,0.442,1.3,0.327,2.6,0.542,0.518,2.2,0.738,8.1,1.4,0.4,0.7,1.4,2.7,11.3,0.0
4,26.0,15,29.9,0.399,2.5,0.336,1.8,0.55,0.517,1.2,0.875,3.6,2.2,0.6,0.2,1.0,2.2,12.3,0.0
3,21.0,21,23.0,0.411,1.1,0.304,2.2,0.503,0.482,1.6,0.707,2.8,3.3,1.2,0.5,1.9,2.4,9.4,0.0
6,27.0,2,14.5,0.459,0.6,0.346,1.8,0.515,0.516,1.9,0.926,1.6,1.4,0.7,0.2,1.0,1.7,7.4,0.0
4,27.0,10,21.5,0.468,0.4,0.29,3.0,0.512,0.497,1.3,0.667,3.7,2.6,0.6,0.2,1.6,3.3,8.4,0.0
1,24.0,1,37.3,0.46,3.3,0.351,6.5,0.544,0.536,7.2,0.864,8.7,4.7,1.0,0.8,3.0,2.1,30.1,1.0
1,23.0,28,8.6,0.478,0.1,0.222,1.0,0.571,0.507,0.2,0.714,1.4,0.4,0.1,0.2,0.3,0.9,2.7,0.0
1,23.0,11,8.8,0.462,0.2,0.222,1.0,0.553,0.492,0.2,0.714,1.5,0.4,0.1,0.2,0.3,0.9,2.7,0.0
6,36.0,18,7.0,0.405,0.5,0.429,0.3,0.375,0.527,0.2,0.75,0.6,0.5,0.5,0.1,0.2,0.7,2.2,0.0
6,20.0,3,5.1,0.45,0.2,0.333,0.5,0.52,0.513,0.2,0.5,0.8,0.6,0.2,0.2,0.2,0.4,1.8,0.0
0,30.0,11,15.6,0.477,0.3,0.182,2.7,0.576,0.5,0.7,0.417,3.1,1.3,0.3,0.9,0.4,1.0,7.0,0.0
6,21.0,2,17.2,0.454,0.9,0.412,2.8,0.47,0.511,3.0,0.85,1.7,1.6,0.4,0.1,1.0,1.0,11.3,0.0
6,32.0,9,32.7,0.428,4.4,0.408,3.5,0.456,0.548,1.9,0.892,3.9,2.4,0.7,0.3,1.7,2.0,22.1,1.0
1,20.0,4,11.2,0.373,0.3,0.258,0.6,0.484,0.437,0.4,0.621,1.7,0.4,0.3,0.2,0.4,0.8,2.6,0.0
6,25.0,28,13.4,0.436,0.5,0.354,0.6,0.541,0.536,0.2,0.692,1.5,0.6,1.0,0.3,0.2,1.5,3.0,0.0
6,25.0,22,12.1,0.431,0.4,0.333,0.6,0.547,0.522,0.2,0.75,1.3,0.5,0.9,0.3,0.2,1.3,2.7,0.0
6,25.0,24,29.8,0.458,1.8,0.438,1.0,0.5,0.604,0.0,0.0,3.5,1.8,2.3,1.0,0.8,3.8,7.3,0.0
1,24.0,14,15.4,0.612,0.1,0.3,2.2,0.635,0.622,0.8,0.517,4.1,1.2,0.8,0.4,0.6,1.3,5.4,0.0
1,24.0,19,14.8,0.414,1.1,0.346,1.2,0.514,0.517,0.5,0.758,3.1,0.8,0.3,0.2,0.5,1.0,6.3,0.0
4,29.0,28,12.6,0.486,0.2,0.217,0.9,0.608,0.52,0.3,0.733,2.3,0.9,0.4,0.2,0.6,1.6,2.7,0.0
4,29.0,13,12.2,0.5,0.1,0.2,1.0,0.63,0.53,0.4,0.733,2.0,0.8,0.3,0.2,0.6,1.5,2.7,0.0
1,27.0,17,33.8,0.505,1.8,0.325,5.5,0.618,0.568,4.4,0.885,8.2,5.3,0.8,0.7,3.1,3.9,20.8,1.0
6,24.0,27,33.6,0.434,2.6,0.366,3.8,0.499,0.523,2.9,0.84,2.5,1.6,1.6,0.3,0.9,1.7,18.4,0.0
1,37.0,22,26.2,0.435,0.7,0.426,0.5,0.449,0.562,0.3,0.864,4.1,0.8,0.5,0.2,0.7,2.4,3.6,0.0
0,26.0,11,29.9,0.545,1.7,0.402,4.8,0.623,0.616,3.5,0.787,8.0,1.3,0.6,2.3,1.7,3.3,18.1,0.0
0,30.0,18,24.9,0.542,0.5,0.337,5.1,0.577,0.566,2.5,0.821,9.7,1.7,0.3,0.5,1.9,3.1,14.2,0.0
1,23.0,28,24.0,0.567,0.4,0.339,3.0,0.615,0.596,1.3,0.676,7.9,2.7,1.1,0.3,1.3,2.5,8.3,0.0
1,23.0,29,24.1,0.556,0.4,0.333,3.0,0.606,0.587,1.3,0.657,7.9,2.7,1.0,0.3,1.3,2.6,8.3,0.0
1,23.0,13,22.4,0.692,0.2,0.5,3.4,0.708,0.712,1.2,0.001,8.8,2.4,1.6,0.2,1.0,1.8,8.6,0.0
3,28.0,27,36.9,0.394,3.0,0.344,3.4,0.451,0.486,3.8,0.893,4.3,6.6,1.6,0.6,1.9,2.9,19.7,0.0
6,22.0,26,31.3,0.445,2.8,0.404,4.3,0.477,0.533,2.4,0.793,4.0,3.6,1.2,0.4,1.6,1.4,19.4,0.0
3,26.0,15,26.3,0.396,1.8,0.327,1.6,0.513,0.499,1.2,0.877,2.3,2.5,0.9,0.1,1.5,2.5,9.8,0.0
0,27.0,1,7.4,0.458,0.0,0.25,0.4,0.5,0.479,0.1,0.001,2.1,0.3,0.1,0.3,0.5,1.5,1.1,0.0
0,32.0,3,33.9,0.514,1.6,0.349,5.7,0.595,0.571,1.6,0.822,11.5,3.3,0.7,0.8,1.7,2.2,17.8,0.0
1,26.0,5,20.9,0.434,1.1,0.38,0.7,0.558,0.566,0.4,0.652,3.7,0.9,0.7,0.5,0.4,2.2,5.2,0.0
4,21.0,21,33.2,0.485,1.7,0.369,5.2,0.541,0.545,3.4,0.833,4.0,3.5,0.9,0.2,2.1,2.3,18.8,0.0
0,25.0,21,21.0,0.492,1.0,0.318,2.6,0.621,0.559,2.9,0.855,4.6,1.7,0.7,0.2,1.2,2.7,11.1,0.0
4,28.0,23,15.5,0.389,1.0,0.344,0.5,0.524,0.518,0.5,0.84,2.2,1.0,0.8,0.3,0.4,2.0,4.4,0.0
4,20.0,24,9.1,0.443,0.1,0.192,1.0,0.535,0.469,0.5,0.724,2.1,0.5,0.1,0.2,0.4,1.0,2.8,0.0
3,32.0,6,16.0,0.421,0.8,0.25,1.9,0.586,0.482,1.9,0.81,1.8,2.1,0.2,0.2,0.4,1.2,8.0,0.0
6,24.0,13,25.9,0.454,1.7,0.369,2.9,0.524,0.538,1.8,0.885,2.0,1.3,0.6,0.3,0.9,1.4,12.8,0.0
3,32.0,12,22.2,0.408,1.0,0.303,3.1,0.459,0.457,2.3,0.681,2.7,5.2,0.8,0.4,2.4,1.7,11.4,0.0
2,29.0,28,18.0,0.512,0.6,0.347,3.1,0.564,0.554,1.0,0.818,2.8,1.0,0.6,0.3,0.6,1.6,9.1,0.0
1,29.0,2,18.8,0.51,0.6,0.333,3.3,0.566,0.55,1.0,0.818,2.8,1.1,0.6,0.3,0.7,1.7,9.5,0.0
6,22.0,23,12.7,0.367,1.3,0.36,1.7,0.372,0.445,0.5,0.667,1.2,2.0,0.2,0.1,1.1,0.7,7.9,0.0
1,24.0,4,32.9,0.444,2.0,0.35,3.8,0.518,0.521,1.7,0.748,4.8,2.4,0.9,1.1,1.4,2.7,15.3,0.0
3,21.0,10,14.3,0.361,0.6,0.222,1.4,0.486,0.414,0.4,0.625,1.5,1.6,0.5,0.0,0.4,1.1,4.8,0.0
4,28.0,2,17.8,0.521,1.2,0.482,1.1,0.571,0.657,0.7,0.744,2.5,0.9,0.4,0.3,0.4,1.5,6.5,0.0
6,25.0,20,11.2,0.396,1.2,0.369,0.2,0.714,0.566,0.2,0.75,1.7,0.7,0.4,0.2,0.2,0.9,4.4,0.0
1,22.0,24,16.4,0.578,0.4,0.485,1.8,0.602,0.627,1.1,0.714,3.3,1.7,0.3,0.1,1.0,1.9,5.7,0.0
6,20.0,7,3.2,0.556,0.2,0.667,0.6,0.533,0.611,0.0,0.0,0.6,0.1,0.0,0.1,0.2,0.2,1.7,0.0
6,19.0,26,13.9,0.372,0.5,0.429,1.2,0.351,0.429,0.5,0.6,1.5,1.5,0.4,0.1,1.4,1.9,4.5,0.0
3,34.0,28,28.8,0.422,1.2,0.297,4.7,0.473,0.465,3.0,0.664,6.1,7.6,1.1,0.4,3.6,2.4,15.9,0.0
3,34.0,13,28.7,0.417,1.2,0.296,4.6,0.467,0.46,3.0,0.655,6.2,7.5,1.0,0.4,3.5,2.3,15.9,0.0
3,34.0,12,32.5,0.565,1.0,0.333,5.5,0.647,0.609,3.0,0.001,5.0,9.0,3.0,0.0,4.5,4.5,17.0,0.0
6,22.0,3,22.4,0.423,1.6,0.355,1.5,0.529,0.531,0.9,0.836,2.7,2.0,0.7,0.1,0.8,1.7,8.9,0.0
6,28.0,1,27.7,0.455,1.8,0.384,2.3,0.531,0.554,2.0,0.864,3.3,3.8,0.7,0.9,1.1,2.2,12.0,0.0
4,25.0,7,3.1,0.438,0.2,0.375,0.3,0.5,0.531,0.1,0.667,0.5,0.1,0.1,0.1,0.1,0.5,1.3,0.0
6,24.0,20,18.5,0.504,0.7,0.398,1.8,0.564,0.575,0.8,0.83,3.1,1.4,0.5,0.2,0.8,1.6,6.4,0.0
4,27.0,9,32.2,0.473,2.4,0.396,4.4,0.53,0.557,1.2,0.611,5.0,2.3,1.2,0.8,1.3,2.9,17.1,0.0
1,24.0,1,27.3,0.457,1.5,0.404,1.3,0.536,0.577,1.3,0.827,4.8,1.8,0.6,0.4,1.1,2.6,8.4,0.0
6,21.0,20,29.2,0.509,0.9,0.325,4.1,0.58,0.554,1.6,0.763,4.2,2.9,1.3,0.5,1.6,2.6,12.4,0.0
1,20.0,20,16.4,0.472,0.9,0.48,1.2,0.466,0.569,0.6,0.667,4.6,1.5,0.4,0.2,0.7,1.9,5.6,0.0
1,28.0,20,22.6,0.516,1.0,0.379,2.4,0.605,0.591,0.3,0.432,4.9,2.0,0.8,0.3,0.6,2.1,8.0,0.0
0,21.0,4,16.8,0.648,0.0,0.0,3.3,0.648,0.648,1.5,0.723,6.2,0.4,0.7,1.2,0.8,2.2,8.2,0.0
1,21.0,3,28.9,0.46,1.4,0.405,2.4,0.5,0.544,1.1,0.863,4.4,1.4,0.8,0.8,1.3,1.9,10.2,0.0
0,25.0,1,24.2,0.75,0.0,0.0,3.9,0.756,0.75,0.6,0.6,8.6,1.5,0.5,1.1,0.9,1.8,8.4,0.0
4,21.0,14,16.9,0.419,0.7,0.244,1.6,0.603,0.481,0.4,0.765,2.4,0.8,0.4,0.2,1.0,1.8,5.8,0.0
1,22.0,18,33.0,0.608,0.2,0.368,9.6,0.618,0.615,6.1,0.714,7.0,4.6,1.1,0.6,3.4,2.2,26.0,1.0
4,26.0,24,26.8,0.409,0.5,0.311,2.3,0.438,0.444,0.7,0.714,5.0,3.4,1.0,0.4,1.5,3.1,6.8,0.0
0,21.0,28,14.2,0.617,0.1,0.333,3.2,0.63,0.624,1.2,0.674,4.2,0.6,0.1,0.3,0.8,2.0,7.9,0.0
0,21.0,9,12.5,0.628,0.0,0.5,2.8,0.63,0.633,1.2,0.684,3.5,0.7,0.1,0.3,0.7,1.9,6.9,0.0
0,21.0,8,23.5,0.59,0.3,0.25,5.5,0.629,0.603,1.3,0.625,8.0,0.0,0.0,0.3,1.3,2.5,13.0,0.0
0,27.0,6,27.4,0.525,1.7,0.376,4.7,0.615,0.595,3.2,0.763,8.0,1.7,0.4,1.2,1.9,2.7,17.6,0.0
3,30.0,30,22.6,0.467,0.9,0.36,1.6,0.556,0.548,0.9,0.903,3.2,3.5,1.9,0.3,1.0,1.3,6.7,0.0
3,24.0,6,10.3,0.469,0.2,0.286,1.0,0.543,0.51,0.4,0.636,1.3,1.9,0.4,0.2,0.6,0.9,2.9,0.0
1,34.0,27,15.5,0.562,0.1,0.161,2.0,0.643,0.576,0.4,0.692,3.2,1.4,1.1,0.1,0.8,1.8,4.7,0.0
3,24.0,0,35.3,0.429,2.2,0.327,6.3,0.481,0.484,7.9,0.889,2.9,10.2,1.1,0.1,4.1,1.5,27.0,1.0
0,30.0,15,15.7,0.667,0.0,0.0,2.7,0.667,0.667,1.0,0.5,2.7,1.0,0.3,1.0,0.7,3.0,6.3,0.0
0,25.0,12,29.4,0.617,0.0,0.0,4.0,0.62,0.617,2.2,0.699,10.1,1.1,0.4,1.3,1.7,2.9,10.2,0.0
